st_gene_id	gene_id	gene_symbol	read_count_BN5_1_1	read_count_BN5_1_2	read_count_BN5_2_1	read_count_BN5_2_2	read_count_N5_1_1	read_count_N5_1_2	read_count_ctrl_2_1	read_count_ctrl_2_2
G10090_20458	319172	Hist1h2ab	2.95	0	0	0	11.55	2.88	0	2.61
G10090_24282	77446	Heg1	2131	1920	1415	2231	2879	2491	740	572
G10090_18685	18778	Pla2g1b	0	1	1	0	0	1	0	2
G10090_11396	71156	Lrrc72	3	3	1	0	1	0	1	1
G10090_29231	18515	Pbx2	1135	972	511	754	1072	1120	958	964
G10090_1360	71648	Optn	89	76	548	579	141	132	24	35
G10090_18036	239408	Tmem74	0	0	0	0	0	0	0	0
G10090_7233	216963	Git1	2676	2293	2292	2743	2424	2442	1952	1850
G10090_22627	235330	Ttc12	1	0	1	0	1	5	1	1
G10090_22343	17390	Mmp2	0	1	1	0	0	2	0	1
G10090_8351	67604	Get4	1045	908	544	626	1031	1036	789	802
G10090_14864	382252	Bclaf3	474	421	478	686	391	361	245	254
G10090_12251	108168740	Gm46731	10.98	9.32	9.35	9.44	5.89	2	2.17	1.43
G10090_23407	22044	Trh	0	0	1	0	0	0	0	0
G10090_2068	16764	Aff3	3114.39	2712.54	1798.27	2800.87	2210.17	1864.15	1403.04	1343.93
G10090_14536	223666	Arhgap39	425	429.3	329.44	445.25	518.19	501.35	1015.45	850.53
G10090_18999	330485	Tmem145	0	0	0	1	0	1	1	0
G10090_1037	234371	Tmem161a	798	687	530	684	889	934	606	604
G10090_24374	19400	Rapsn	0	1	3	2	25	22	5	3
G10090_12901	68298	Ncapd2	2924	2577	745	1086	3637	3454	947	954
G10090_8054	20815	Srpk1	2716	2503	2482	3640	2670	2590	4072	4409
G10090_10975	100041230	Hist1h4m	0	0	9.44	0	0	10.73	29.11	47.24
G10090_25334	68050	Akirin1	2252	1846	1485	1710	2176	2289	1719	1792
G10090_20786	224481	Tfb1m	218.5	184.74	165.69	186.66	132.53	156.48	141.74	136.77
G10090_30494	105244808	Gm40353	1	3.02	4.02	3	2.01	1.01	5.02	2.03
G10090_28304	69736	Nup37	295	249	118	105	193	195	101	94
G10090_10435	72149	Strada	1041.79	959.35	509.62	671.75	805.62	893.74	577.67	534.52
G10090_4799	12229	Btk	18	10	13	25	72	74	19	13
G10090_18120	75863	Clec4g	0	0	0	0	1	1	0	0
G10090_31835	67169	Nradd	11	20	14	14	32	33	38	29
G10090_30045	66521	Rwdd1	1667	1593	1217	1276	1347	1623	876	1051
G10090_14736	70369	Bag5	403	378	398	514	341	391	603	541
G10090_14774	67299	Dock7	173	155	515	804	170	158	13	25
G10090_14031	55993	Msh4	0	0	0	0	2	0	0	0
G10090_29006	52575	Trmt10c	609	530	355	459	597	577	515	581
G10090_11755	59050	Nsa2	6939.9	5695.99	4226.98	4861.99	5572.96	6088.97	8197.98	8792.98
G10090_24847	231470	Fras1	0	0	1	0	0	0	1	0
G10090_10253	26754	Cops5	967	854	528	526	890	985	623	619
G10090_21052	66928	Dmac1	450	346	158	196	325	379	421	514
G10090_8346	94346	Tmem40	0	0	0	11	4	1	5	4
G10090_27373	57312	Mrps31	260	266	144	210	219	228	180	177
G10090_22007	14472	Gbx2	2	0	0	0	0	0	0	0
G10090_9758	12335	Capn3	400	364	16	15	194	231	62	50
G10090_13488	338371	Endov	635.97	606.99	465.45	603.64	484.56	499.8	547.04	517.75
G10090_120	380753	Atxn7l1	1872.4	1619.99	1798.71	2484.39	1631.16	1447.14	1323.11	1183.36
G10090_33068	108167830	Gm46240	3	3	2	5	1.77	0	0	0
G10090_33890	192852	Lrrc3c	0	0	0	0	0	0	0	0
G10090_1144	20750	Spp1	155	178	324	226	57	132	60	90
G10090_27655	100045792	Ect2l	31.77	35.97	16.03	16.98	38.52	44	18.8	19.85
G10090_5617	66923	Pbrm1	2238	2043	1359	2168	2528	2246	1860	1910
G10090_28174	102633888	Gm31606	4.01	4.39	5.08	0.91	10.54	8.22	2.93	3.74
G10090_30478	12227	Btg2	4358	4448	4340	6827	3563	3646	7203	6713
G10090_5063	381522	Ccdc180	3	1	0	0	1	3	21	10
G10090_13412	94222	Olig3	0	1	0	0	3	5	72	118
G10090_32957	408190	Wfdc13	0	0.97	0	0	0	0	0	0
G10090_11299	74126	Syvn1	1566.92	1383.15	1360.47	1788.67	2008.42	2097.74	2154.64	1799.52
G10090_26597	100042939	H2al1f	0	0	0	0	0	0	0	0
G10090_21657	19079	Prkab1	1433	1193	1006	1351	1405	1466	1204	1218
G10090_32427	20863	Stfa3	0	3	0	1	7	1	0	0
G10090_20544	22146	Tuba1c	1124.92	977.62	1187.13	1661.96	1639.13	1728.45	1443.67	1462.33
G10090_9116	22253	Unc5c	2	1	0	0	1	0	0	0
G10090_19392	110454	Ly6a	471.16	546.78	1208.63	838.66	2895.62	3339.01	2479.16	1538.38
G10090_11355	71027	Tmem30c	8.34	6.74	6.76	4.7	10.4	9.65	4.33	4.35
G10090_10574	20310	Cxcl2	19	5	42	58	173.92	179.89	74	37.86
G10090_18558	22690	Zfp28	59	51	69	101.07	58	53	106	97
G10090_21637	381204	Naaladl1	5	2	1	2	1	4	2	2
G10090_31770	320522	Bhlha9	0	0	0	0	0	0	0	0
G10090_2902	22301	Vmn2r89	1	0.33	0	0	0	0	0	0
G10090_17971	66481	Rps21	9235	8644	6958	6795	7185	8393	13322	13821
G10090_14716	70425	Csnk1g3	2006	1802	1180	1516	1648	1696	990	1089
G10090_17074	233073	U2af1l4	454	435	364	396	322	416	498	500
G10090_29484	69276	Sec62	2661	2250	2714	2990	2268	2362	2198	2095
G10090_3516	208154	Btla	2703	2880	1462	1755	2929	2795	1059	944
G10090_11673	19157	Cyth1	3852	3476	3841	4814	3818	3949	6330	5768
G10090_14797	381801	Tatdn2	2137	1831	1945	2647	2079	2131	3612	3489
G10090_31823	211673	Arfgef1	3915	3698	2901	4621	4309	3603	3896	3834
G10090_16296	83565	Pramel3	0	0	2	1	2	0	0	0
G10090_26463	19041	Ppl	1	0	0	1	0	3	0	1
G10090_22695	19219	Ptger4	1603	1624	1647	2489	1750	1802	1101	967
G10090_1446	319675	Cep295	825.8	914.18	679.72	1092.69	990.97	800.3	1034.73	1003.71
G10090_5729	238386	Btbd7	1110	937	1068	1476	1063	956	1394	1322
G10090_2527	320662	Casc1	27.33	24.41	7.36	13.02	31.62	37.93	10.87	8
G10090_16050	20422	Sem1	920	742	402	518	811	1052	632	699
G10090_23105	232970	Phldb3	694	598	308	450	464	545	260	255
G10090_14184	545654	Gm13285	0	0	0	0	0.01	0	0	0
G10090_9861	20867	Stip1	3873	3067	4824	7212	4043	4299	6553	6913
G10090_21737	22751	Zfp90	62.99	35.19	114.09	155.24	102.17	114.91	123.99	124.25
G10090_9815	106512	Gpsm3	4878	3988	2202	3107	3891	4653	3636	3635
G10090_17575	26405	Map3k2	1078	1051	1259	1984	1244	1063	1422	1534
G10090_20767	242377	Pm20d2	0	3	1	0	5	4	3	4
G10090_21137	66901	Proz	63	62	51	64	64	42	31	37
G10090_1605	68626	Elac2	1199	1207	664	899	1089	1206	1087	1095
G10090_14289	213326	Scyl2	1412.08	1345.38	765.93	1102.79	1720.06	1606.2	984.96	1073
G10090_5126	207615	Wdr37	750.93	708	522.88	717.05	712.93	679	1233	1295
G10090_23898	20339	Sele	12	14.01	7	13.01	13	3	17.5	12.35
G10090_4529	442803	A830005F24Rik	5	6	6	5	11	13	8	7
G10090_2978	116838	Rims2	2.98	4.76	1	6.01	1	4.02	3.02	6.99
G10090_22538	27260	Plek2	0	0	0	5	5	6	1	3
G10090_15470	20558	Slfn4	36.03	49.01	141.58	165.08	139.4	141.77	105.98	86.63
G10090_6751	73893	Tmem202	2	0	0	0	0	0	1	0
G10090_4168	18578	Pde4b	244	227	126	208	1390	1475	4143	3701
G10090_16097	212111	Inpp5a	30	21	47	77	123	118	395	312
G10090_29211	56095	Ftsj3	1583	1453	851	1198	1478	1453	1766	1624
G10090_5636	319885	Zcchc7	1080	986	1067	1536	1096	1079	1588	1770
G10090_29830	22092	Rsph1	24	16	4	5	42	27	13	7
G10090_23689	207965	Vcpkmt	470.11	475.05	592.38	522.48	514.18	604.53	286.63	306.09
G10090_23442	226139	Cox15	762.28	635.82	401.88	419.89	590.64	591.33	398.43	338.37
G10090_4600	21869	Nkx2-1	1.31	6.51	1.21	4.02	8.9	5.53	2.51	5.52
G10090_6582	218461	Pde8b	10	14	4	4	11	17	11	17
G10090_23513	69260	Ing2	458	390	357	505	674	740	544	560
G10090_5127	242603	Cdcp2	71	74	18	35	74	75	1	0
G10090_1340	380839	Serpinb1c	0	1.21	0	0	1	1.06	0	0
G10090_5381	17454	Mov10	1098	1157	1194	1199	795	756	1320	1042
G10090_9526	16151	Ikbkg	1254.67	1101.59	884.17	1077.57	1004.06	992.88	994.02	983.17
G10090_8619	19141	Lgmn	66	57	104	86	382	437	112	85
G10090_31187	213469	Lgi3	0	0	0	0	0	1	0	0
G10090_5973	68545	Ecscr	7	1	0	0	0	0	0	1
G10090_28584	94179	Krt23	1	1	144	165	6	7	4	4
G10090_259	14275	Folr1	0	0	0	3	1	1	0	0
G10090_3371	404634	H2afy2	3	1	2	5	6.39	6.41	2	3
G10090_24704	76652	Actrt3	2	4	26	24	7	16	10	16
G10090_3338	70357	Kcnip1	0	0	0	0	2	4	1	0
G10090_33178	56788	Scube2	0	0	0	0	0	1	0	0
G10090_27605	14559	Gdf1	7.06	1.01	1.02	2.02	3	2.04	0.98	0
G10090_29248	107868	Usp9y	0	0	0	1	0	0	0	0
G10090_15281	13690	Eif4g2	23126.6	20084.95	16215.1	22594.81	25863.65	24540.67	24432.82	24536.2
G10090_10080	67454	Ikbip	140.67	106.41	53.71	85.27	108.78	128.25	8.78	24.4
G10090_6118	69399	1700025G04Rik	104.04	86.52	211.3	335.01	128.22	121.26	604.92	665.68
G10090_11260	14208	Ppm1g	3617	3060	2136	2531	3463	3632	3114	3194
G10090_12921	241035	Pkhd1	0	1	0	0	0	0	1	0
G10090_1266	15234	Hgf	4	1	6	15	27	30	2	4
G10090_20959	66443	Tnfaip8l1	165	149	60	60	209	225	259	268
G10090_9092	11676	Aldoc	185	154	15	26	263	293	10	4
G10090_15205	101055907	Gm15246	2	6	5	4	6	8	6.95	5
G10090_21366	504186	Chrna10	0	0	0	0	0	0	0	0
G10090_260	20185	Ncor1	8323.68	7728.02	5307.58	9078.69	10530.88	8632.47	10588.09	9839.41
G10090_9310	98170	Tmem132a	97.44	68.27	70.14	104	105.71	106.8	9.42	17.33
G10090_18091	269642	Nat8l	2	3	2	5	4	15	8	8.01
G10090_7080	244421	Lonrf1	41	42.55	36.01	41.03	70.63	79.35	39.06	49
G10090_12324	68968	Cdan1	789.16	735.19	662.81	909.7	846.93	848.23	842.93	807.93
G10090_15926	73473	Iws1	965.82	857.33	587.24	878.35	883.2	838.2	584.54	649.19
G10090_8216	57915	Tbc1d1	1561	1476	1519	2297	2084	1776	1972	1961
G10090_385	77577	Spns3	1	1	9	8	21	27	3	5
G10090_10207	16498	Kcnab2	5925	5208	4439	5770	5889	5801	5671	5680
G10090_1367	434797	Gm5640	0	0	0	0	0	0	0	0
G10090_26742	227102	Ormdl1	1196	1043	696	742	921	980	465	471
G10090_11070	73835	Ifitm5	0	0	0	0	1	0	0	0
G10090_6351	270192	Rab6b	611.93	507.01	891.53	1162.43	254.27	241.44	619.82	524.64
G10090_4507	100043381	Gm14308	165.83	25.5	0	2.38	30.37	185.8	0	0
G10090_9671	14029	Evx2	0	0	1	0	0	0	0	0
G10090_31310	243084	Tmprss11e	76	73	24	26	151	150	0	1
G10090_10184	623661	Lipt1	47.64	37.03	33.53	38.37	34.35	55.82	51.71	49.63
G10090_13040	105638	Dph3	572	522	489.97	552	575	639	455	499
G10090_3463	319636	Fsd1l	15.28	13.6	3.52	12.19	14.45	22.47	13.96	15.43
G10090_9467	106947	Slc39a3	277	288	252	313	265	326	434	387
G10090_19024	69094	Tmem160	740	611	435	480	606	787	438	497
G10090_18997	17130	Smad6	0	0	0	0	0	2	1	0
G10090_13749	54188	Cpsf4	851	700	647	744	789	849	974	876
G10090_19624	17750	Mt2	86	106	25	49	109	120	12	16
G10090_28025	105590	Zfp957	0	0	1	2.01	1	1.01	0	1
G10090_12376	23955	Nek4	144.87	133.13	66.04	107.15	176.47	169.94	79.96	87.71
G10090_2403	211401	Mtss1	663	539	643	710	282	303	617	695
G10090_1645	71864	Fam217a	3	3	5	9	2	6	5	2
G10090_5407	68927	Ptcd2	704	681	418	539	647	699	787	786
G10090_5441	110521	Hivep1	1397	1320	795	1521	1631	1371	1641	1587
G10090_8623	110880	Scn4a	4.94	2	2.01	2.35	38.14	43.16	1	0
G10090_10703	16646	Kpna1	1572	1378	1410	2030	1983	1748	1798	1839
G10090_7002	66867	Hmg20a	1118	955	1160	1527	906	917	1240	1031
G10090_31407	18408	Slc25a15	145	141	82	78	185	155	166	177
G10090_31020	94284	Ugt1a6a	2.48	5.71	0	0	7.98	0	0	0
G10090_19742	66381	Rnf113a2	407	391	440	550	385	433	558	580
G10090_4745	268491	Meioc	1	1	3	6	4	2	4	2
G10090_1596	67914	Coq9	626	563	298	378	593	611	418	374
G10090_21884	30791	Slc39a1	916	718	437.91	589.01	1010	1011	689	664
G10090_29106	230967	Cep104	431	409	355	507	409	391	468	434
G10090_3913	236899	Pcyt1b	19.1	11.08	4.07	10.07	79.56	72.15	2.03	4.01
G10090_2855	12747	Clk1	4260.01	4539	4852	6703	3578	3919	6563	7075
G10090_16205	242341	Atp6v0d2	3	5	2	1	4	4	3.45	3.18
G10090_4584	208194	Exog	194	135	151	206	173	164	194	183
G10090_9100	56790	Supt20	4000.33	3586.52	3173.27	4213.15	3178.65	3308.8	2822.06	2938.28
G10090_6947	74499	Sost	0	1	0	0	0	0	0	0
G10090_520	14527	Gcgr	0	0	0	0	0	1	0	0
G10090_10225	108100	Baiap2	1675	1507	785	927	901	875	528	519
G10090_31944	75612	Gns	894	889	1748	2089	1173	1065	1088	858
G10090_13443	65106	Arl6ip5	3996	3390	4090	4816	3338	3470	4471	4853
G10090_19219	69772	Bdh2	0	0	0	0	0	0	0	0
G10090_25316	78306	Tsga10ip	6	4	1	0	2	2	5	2
G10090_7454	16524	Kcnj9	0	1	3	3	3	1	8	9
G10090_10952	210027	Slc35f3	1.13	1.91	2.12	2.17	2.08	3.27	0.05	1
G10090_33965	12613	Cel	0	0	0	3.02	2	3	2.09	2
G10090_27084	100859931	Gm20604	157.37	111.95	18.03	38.28	116.2	124.62	41.83	55.57
G10090_29302	11946	Atp5a1	14416	12871	7290	9076	14613	15151	8923	9400
G10090_508	69597	Afg3l2	1277	1098	881	1112	1403	1231	1168	1078
G10090_322	29809	Rabgap1l	3426.22	3272.76	3692.93	4917.87	4002.08	3779.78	1518.11	1723.06
G10090_3918	68073	Fam173b	141	111	117	133	126	167	175	178
G10090_9971	117147	Acsm1	1	0	0	0	0	0	0	0
G10090_5837	14601	Ghrh	17.1	27.77	23.03	34.93	13.73	7.53	28.6	26.33
G10090_33425	102639505	LOC102639505	0	0	0	4.48	0	0	0	0
G10090_3512	66648	Tpgs2	262	242.01	230.98	290.1	315.09	322.13	366.22	355.85
G10090_654	66597	Trim13	134	96	70	57	82	89	570	648
G10090_32361	11605	Gla	334.35	328.22	285.14	407.45	506.94	453.23	449.82	432.33
G10090_12182	67897	Rnmt	680.05	610.52	324.61	401.03	499.45	508.57	384.59	365.68
G10090_31001	258955	Olfr531	0	0	1	0	0	0	0	0
G10090_4569	78689	Naa35	880	746	658	831	864	842	524	466
G10090_8577	78217	Tmem210	0	0	1	0	0	0	0	0
G10090_1792	227674	Ddx31	407	330	361	496	362	373	524	537
G10090_2396	269061	Cpsf7	2528.42	2324.37	2262.63	3161.75	2172	2214.35	2407.98	2524.83
G10090_23839	15223	Foxj1	20	8	37	66	42	50	20	12
G10090_8026	15374	Jpt1	4007	3573	4105	4391	3415	3635	3003	2812
G10090_6014	59013	Hnrnph1	4009.01	4188.05	5390.94	7601.11	5124.02	5181.13	6208.83	6760.05
G10090_26520	106143	Cggbp1	2822	2417	1886	2681	2428	2441	2489	2631
G10090_17848	67226	Tmem19	594	557	429	503	599	596	358	353
G10090_16251	68047	Mpnd	796	699	696	911	693	844	1041	1189
G10090_24631	17292	Mesp1	0	0	0	0	1	0	0	0
G10090_20435	269774	Aak1	508.16	502.52	505.28	1191.18	921.53	519.14	1165.85	1081.46
G10090_28565	67922	Fam32a	1766	1531	1401	1687	1574	1634	1447	1388
G10090_22773	384534	Vmn2r52	0	0	0	0	0	0	0	0
G10090_11234	213393	Depp1	0	0	0	0	0	0	0	1
G10090_32472	22652	Mkrn3	2	5	0	2	5	2	0	0
G10090_23374	13867	Erbb3	137	99	76	85	151	128	33	21
G10090_6545	26412	Map4k2	6326	6031	3416	4738	5495	5450	9232	9517
G10090_4301	70266	Kyat1	168	134	106	124	156	130	167	161
G10090_8888	20429	Shox2	0	0	0	0	0	1.07	0	0
G10090_7637	74025	Nphp3	2	4.99	2	3	13	9	18	28
G10090_20481	238564	Mylk4	5.91	6.02	11.25	20.14	9.01	12.75	23.8	18.74
G10090_880	68981	Snrpa1	690	587	324	400	717	769	436	460
G10090_18156	65020	Zfp110	926.04	742.21	1011.14	1421.83	1028.39	1060.21	1490.29	1578.29
G10090_11840	22762	Zfpm2	0	0	0	0	0	0	1	0
G10090_1612	213084	Cdkl3	57.86	79.89	195.44	183.56	80.18	59.22	55.18	53.75
G10090_23220	17224	Mcpt1	1	0	1	3	7	13	0	0
G10090_25265	106957	Slc39a6	836	768	572	747	1056	1048	643	624
G10090_26980	229504	Isg20l2	1836.44	1505.03	1182.3	1417.56	1608.98	1721.96	1816.36	1712.11
G10090_12322	68539	Tmem109	753	627	680	812	708	781	619	535
G10090_10841	18719	Pip5k1b	3	0	10	11	12	16	13	22
G10090_6040	70804	Pgrmc2	881	738	664	770	760	787	399	386
G10090_25734	67405	Nts	1	0	0	0	0	0	0	0
G10090_20924	70466	Ckap2l	313	249	38	61	441	384	32	17
G10090_4685	14710	Gngt2	20.85	8	14.5	19	37.15	39	132.66	123.62
G10090_27141	108900	Fam72a	50	30	19	26	48	39	22	26
G10090_23782	83433	Trem2	0	4	0	0	1	2	1	2
G10090_13471	93713	Pcdhga5	0	4.98	0	0	3.32	0	1.71	0
G10090_1761	170719	Oxr1	1946	1556	1761	2671	1636	1433	876	939
G10090_31177	12854	Cort	3	4	2	1	0	0	1	4
G10090_16547	241062	Pgap1	815	811	231	368.99	562	523	236	266
G10090_14038	666808	Gm10410	6.07	7	0	6.91	5	4	2.06	2
G10090_658	68743	Anln	136	115.98	17.01	36	111.06	131.75	23	19
G10090_11111	14219	Ctgf	0	1	2	1	0	4	0	1
G10090_2554	74246	Gale	157	135	41	73	216	221	85	69
G10090_9392	75338	Ccdc83	0	0	0	1	1	0	0	0
G10090_14991	74196	Ttc27	573	513	285	333	442	405	593	671
G10090_3190	101055758	LOC101055758	31.38	30.84	175.52	155.12	40.65	47.48	49.03	33.67
G10090_5008	15218	Foxn1	1	0	0	0	0	0	0	0
G10090_23700	239985	Arid1b	3053	2557	2570	3957	2833	2444	3007	2656
G10090_18582	69216	Svbp	268	194	166	197	248	286	274	238
G10090_26248	217517	Stxbp6	2.63	0	1.28	5.58	5.07	2.62	1.14	2.82
G10090_24863	13819	Epas1	200.51	212.35	10.03	12.72	1889.96	1746.37	18.03	19.9
G10090_6661	22223	Uchl1	1	4	0	0	7	15	6	8
G10090_22449	230649	Atpaf1	374	347	208	230	308	317	164	158
G10090_31517	234686	Fhod1	493.98	412.62	544.22	694.27	540.57	576.42	721.37	704.71
G10090_982	16588	Kin	329	336	312	376	365	430	380	342
G10090_16113	328795	Ubash3a	1680	1400	1398	1674	1648	1693	1986	1764
G10090_6096	108687	Edem2	1061.83	900.6	778.09	983.17	949.33	1027.83	721.98	656.72
G10090_9226	20873	Plk4	374	313	178	253	409	387	135	150
G10090_28710	386753	Dbpht2	0	1.02	0	0	0.83	0	0	0
G10090_29683	19334	Rab22a	752	671	584	745	797	732	568	525
G10090_7485	66494	Prelid1	5447.03	4666.21	2560.5	3146.51	6633.77	7244.81	3073.35	3148.44
G10090_3071	14028	Evx1	0	0	1	2	6	12	7	1
G10090_12660	76763	Mospd2	273	234	151	191	217	208	91	101
G10090_1393	20776	Tmie	26	16	1	8	69	78	403	350
G10090_888	67050	Nkap	608	523.78	367	512	460	446.01	297	291
G10090_1879	27355	Pald1	412	339	665	862	199	190	37	32
G10090_694	76707	Clasp1	1035.41	1096.52	816.43	1259.91	1122	895.88	908.45	833.51
G10090_26502	208166	Gm609	0	0	0.32	0	0	0	0	0
G10090_11447	105244829	Gm40365	41.69	28.93	12.51	86.79	39.73	28.16	81.77	99.62
G10090_12287	219024	Pip4p1	487	448	530	833	421	532	717	706
G10090_30724	22412	Wnt9b	8	11	5	6	0	2	0	0
G10090_26841	266632	Irak4	678.16	651.33	466.95	611.22	797.19	744.44	425.97	424.99
G10090_25220	226720	Becn2	0	0	0	0	1	0	0	0
G10090_29059	66143	Eef1e1	467	452	325	327	352	393	377	346
G10090_12396	69171	Cnppd1	2437	1939	1954	2497	2336	2569	2696	2904
G10090_4312	241547	Harbi1	131	139.98	80	117	122	123	104.55	106
G10090_11590	105243944	Gm39653	0	1	2.57	0	0	0	0	1.18
G10090_1572	66394	Nosip	1052.5	977.92	780.39	871.17	1115.09	1214.82	1173.98	1145.25
G10090_7498	235028	Zfp426	610.71	487.26	463.16	614.87	521.12	509.76	479.9	463.48
G10090_12988	675294	Gm9639	0	0	0	0	0	0	0	0
G10090_24744	108167735	Gm46164	3.7	1.13	8.48	5.71	3.97	1.72	5.08	6.07
G10090_20299	102635552	Gm32856	195.22	185.99	152.47	145.28	144.68	157.25	98.9	92.28
G10090_18393	54678	Zfp108	0	2.7	3.29	1.07	0	1.1	0	1.07
G10090_15189	228368	Slc35c1	1301	1140	828	1173	1465	1442	1114	998
G10090_2496	73916	Ift57	34	47	46	54	124	129	81	94
G10090_15397	19057	Ppp3cc	3287	2665	1644	2046	3405	3472	2638	2306
G10090_24608	238673	Zfp367	349	347	212	272	399	407	166	127
G10090_25643	69202	Ptms	7641	5747	1374	1744	4248	5428	438	351
G10090_15065	12062	Bdkrb2	0	0	0	0	0	0	0	0
G10090_10479	16818	Lck	18471	15822	11690	15309	15774	17224	17006	18155
G10090_28344	12572	Cdk7	763.79	711.39	524.66	638.04	668.76	689.35	545.32	586.33
G10090_27067	269614	Pank4	1395	1458	821	1197	1424	1497	1359	1295
G10090_23771	214764	Edrf1	371	324	355	512	445	409	514	513
G10090_6728	269608	Plekhg5	378	335	392	426	567	539	74	61
G10090_20852	544922	Zkscan4	0	0	0	0	0	2.25	0	0
G10090_5952	13179	Dcn	1	0	0	1	0	6	2	4
G10090_6837	228026	Pdk1	752.57	692.88	127.61	199.15	1210.11	1224.37	3893.53	3157.73
G10090_18419	228866	Pcif1	2065.13	1774.96	1493.09	2043.24	1603.25	1633.26	1968.02	1736.36
G10090_24778	69938	Scrn1	0	0	1.11	0	1	3	0	0
G10090_17423	72022	Slc35f2	498	437	277	328	314	335	294	314
G10090_4944	15468	Prmt2	201	148	327	382	280	254	184	173
G10090_11929	26400	Map2k7	2217	1968	1477	1809	1708	1812	2068	1943
G10090_28636	67543	Pabpc6	0	0	0	0	0	0	1	0
G10090_18148	228775	Trib3	12	14	12	14	45	44	29	43
G10090_32711	13168	Dbil5	0	2	3	1	5	0	0	1
G10090_1019	23939	Mapk7	341	343	356	439	448	492	597	555
G10090_4704	239188	Enox1	55.07	33	5.01	6.01	46	41	0	3.68
G10090_21380	194735	Btg1-ps2	1.29	0	1.01	0	0	0	1	0
G10090_26877	20818	Srprb	900	784	779	956	805	873	764	690
G10090_827	109778	Blvra	438	357	255	320	420	478	183	205
G10090_21587	69528	1700030J22Rik	2	1	4	6	3	12	1	2
G10090_21393	68611	Mrpl28	537	408	301	296	472	509	410	407
G10090_6465	13482	Dpp4	2685.16	2226.14	267.11	409.17	2038.74	1919.42	3662.67	3701.79
G10090_23627	15364	Hmga2	2.03	4.04	2.01	6.02	4.03	10.92	1	7.06
G10090_33567	121021	Cspg4	0	2	0	0	0	0	0	0
G10090_9184	26895	Cops7b	404	336	129	223	320	315	125	144
G10090_6612	223604	Kcnk9	0.97	0	1	0	0	0	0	3.47
G10090_1478	102637099	Gm38495	2089.98	1917.27	2645.77	3861.87	2501.17	2247.71	3803.68	3488.47
G10090_25086	16638	Klra7	3	2	1.37	5	11.22	15.58	201.26	394.03
G10090_1170	17250	Abcc1	1243	1277	1149	1679	1317	1164	1158	1090
G10090_12381	20620	Plk2	2209	1604	580	1001	1567	1688	679	688
G10090_7492	633640	Tmem267	286	248	75	109	269	267	119	107
G10090_5571	56187	Rabggta	543.66	537.03	744.99	914.24	686.09	731.83	1108.18	1013.9
G10090_24298	81014	Vmn1r58	425.33	547.47	635.07	786.65	510.86	465.69	719.51	727.51
G10090_25229	22666	Zbtb14	597	609	896	1104	544	555	603	542
G10090_1978	76809	Bri3bp	1311.12	1096.55	501.62	474.09	1116.53	1262.42	546.98	548.61
G10090_27551	67887	Saraf	10375	8966	7113	9215	7847	8235	14231	14124
G10090_20554	17436	Me1	0	2	0	0	2	3	1	2
G10090_1193	76770	2010005H15Rik	18	14	14	18.77	13.49	11.28	7	13.8
G10090_27941	214240	Disp2	0	1	0	0	0	0	2	0
G10090_11292	12771	Ccr3	7	5	10	5	18	24	16	10
G10090_15210	17387	Mmp14	20	17	8	9	43.09	59	20	18
G10090_2738	78781	Zc3hav1	10281.93	9087.3	9530.64	13248.46	11298.45	10935.1	17783.37	16223.46
G10090_27761	20641	Snrpd1	1033.09	899	582.89	670.65	1077.28	1272.97	808	926.26
G10090_21725	105245580	A930018O16Rik	3	1	1	0	1	1	0	2
G10090_9144	17001	Ltc4s	0	7	0	1	10	8	4	2
G10090_18116	100040335	Gm20836	0	0	0	0	0	0	0	0
G10090_3363	19325	Rab10	5568.15	4715.62	3753.64	4674.61	4515.52	4672	4018	3741
G10090_3593	213582	Map9	36	30	23	30	43	52	10	4
G10090_13395	18045	Nfyb	812.81	715.57	619.88	792.91	740	799	446.94	459.85
G10090_25739	12700	Cish	71.18	75.75	101.55	98.92	724.19	764.85	315.93	245.96
G10090_14598	66048	Emc6	929	777	602	712	797	936	978	1026
G10090_18425	230622	Skint6	0	2.09	0	0	0	0	0	0
G10090_10001	407785	Ndufs6	512	425	297	338	521	585	318	358
G10090_5934	224432	Scaf4	1820	1599	1078.07	1503	1714	1712	1512	1506
G10090_20799	20254	Scg2	1	2	0	0	2	3	1	1
G10090_28792	434434	Gm5621	0	4.11	4.95	8.2	2.34	12.97	20.23	7.62
G10090_11131	20148	Dhrs3	932	806	1489	1108	646	621	36	52
G10090_9006	19281	Ptprt	0	0	1	0	0	0	0	0
G10090_16789	73809	Satl1	0	0	0	1	0	0	0	0
G10090_12698	237523	Ptprq	1	0	0	0	0	0	0	0
G10090_2524	16841	Lect2	0	1	0	0	0	0	0	0
G10090_6186	11448	Chrne	37	21	116	102.73	37	41	31	21
G10090_28472	15898	Icam5	65	52	9	14	88	75	6	9
G10090_27612	13448	Dok1	421	380	263	310	405	473	278	267
G10090_31347	12951	Crx	7.11	5.55	7.33	18.31	10.06	7.27	17.04	12.79
G10090_27087	66085	Eif3f	13538	11876	7359	9071	10982	12273	12426	12449
G10090_24097	117149	Tirap	438.61	382.8	263.19	372.28	357.6	334.19	154.34	168.61
G10090_11836	67161	Sclt1	233	213	198	278	224	218	216	238
G10090_8135	77771	Csrnp3	2.91	3.16	15.22	26.39	2.06	0.87	2.41	1.98
